"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"BTG1",2.74394493746474e-30,-0.417671605545391,0.481,0.585,7.4393835144544e-26
"PPP1R14B",2.95539561080335e-30,1.00597755902268,0.139,0.071,8.01266858001003e-26
"BEX3",3.04640022820292e-30,-0.583905549776106,0.166,0.251,8.25940029870375e-26
"ITM2C",3.14899315286999e-30,1.51206208603386,0.113,0.053,8.53755023606112e-26
"ZNF217",3.27984797857886e-30,-1.0241083768834,0.053,0.108,8.892323839523e-26
"EIF4G2",3.70952763491969e-30,-0.489545004936353,0.426,0.513,1.00572713237943e-25
"FOSL2",4.61135239007973e-30,-1.02697805038441,0.074,0.136,1.25022985999842e-25
"GGNBP2",4.6230824886665e-30,-0.872472218676002,0.084,0.15,1.25341012432726e-25
"PPP1R12A",4.88747526277103e-30,-0.77571468385625,0.135,0.212,1.32509229324248e-25
"MRFAP1L1",5.33389832162163e-30,-1.03775843179155,0.05,0.105,1.44612651295806e-25
"EVL",5.34196096216374e-30,-0.986478680754927,0.092,0.159,1.44831245606183e-25
"DDX24",5.46687071353618e-30,-0.749841596308103,0.152,0.231,1.48217798785393e-25
"PTPN1",7.36692478861718e-30,1.84818863956618,0.185,0.114,1.99732064868989e-25
"CD40",8.12970929531429e-30,1.28397966605331,0.103,0.045,2.20412678414561e-25
"C3",8.29502830861056e-30,1.38889232400329,0.219,0.142,2.2489480750305e-25
"UPF2",8.72540814073676e-30,-0.894037007535512,0.088,0.154,2.36563265511655e-25
"PNPLA8",9.93306662959284e-30,-1.02762072199229,0.067,0.126,2.69305302461521e-25
"EBPL",1.00366385072474e-29,-0.873773075767653,0.076,0.138,2.72113343208492e-25
"AC242426.2",1.29707042650691e-29,0.762471292268017,0.199,0.12,3.51661734034553e-25
"RBM26",1.42276134432836e-29,-1.012131636127,0.062,0.119,3.85739055674304e-25
"ZNF703",1.45163513057586e-29,-1.11580900615658,0.048,0.1,3.93567316601728e-25
"SUMO3",1.75501958434457e-29,0.738003617643149,0.202,0.123,4.75820909707501e-25
"BAZ2A",1.873899679589e-29,-1.00478615777963,0.054,0.108,5.0805168113017e-25
"MLPH",1.90036092586101e-29,-0.920095788921492,0.088,0.153,5.15225854219436e-25
"CSDE1",1.990724306109e-29,-0.527802531312783,0.27,0.36,5.39725173872272e-25
"SLTM",3.02146665850579e-29,-0.724496116014034,0.138,0.214,8.19180040454089e-25
"KHDRBS1",3.72013452376381e-29,-0.609424963129755,0.161,0.243,1.00860287208284e-24
"PSME1",4.04870859570304e-29,0.323021230006776,0.553,0.443,1.09768587446701e-24
"FAM241A",4.18747044148555e-29,-0.975638740194818,0.058,0.114,1.13530698609556e-24
"CDK12",4.9450975771558e-29,-0.788877712651857,0.106,0.176,1.34071485511848e-24
"NAP1L1",5.47903430614457e-29,-0.536573831269907,0.247,0.337,1.48547578108192e-24
"EMB",5.50738950965114e-29,0.716204619286121,0.112,0.051,1.49316344385662e-24
"SLC1A5",5.65085953182398e-29,-0.97901914887767,0.063,0.12,1.53206103626812e-24
"DNAJC3",6.22800955820103e-29,0.781222339285559,0.179,0.105,1.68853795141946e-24
"RIF1",6.28421456510392e-29,-1.01647857716649,0.056,0.111,1.70377625289097e-24
"SP3",8.81941757950742e-29,-0.892253534813099,0.063,0.121,2.39112049415605e-24
"ILF3",9.58525022373533e-29,-0.634055406337236,0.18,0.261,2.59875304065912e-24
"PHLDA1",1.13291510753978e-28,-0.494838571939753,0.209,0.298,3.07155943956184e-24
"AKIRIN1",1.24124475777684e-28,-1.0008504639322,0.059,0.114,3.36526278728456e-24
"DRAM1",1.39520597158812e-28,1.10193235802017,0.107,0.049,3.7826824301697e-24
"COL1A1",1.72995869471514e-28,4.64507916582023,0.129,0.072,4.69026401311168e-24
"IFIT2",1.81147559975318e-28,0.557609187126304,0.121,0.059,4.91127264605081e-24
"BCAS2",1.86885447624654e-28,-0.852902408175539,0.091,0.156,5.06683825599962e-24
"RAB5IF",1.87009431028946e-28,1.08388450513553,0.119,0.058,5.07019969405679e-24
"SAFB",1.90715676416417e-28,-0.840629505470337,0.082,0.145,5.1706834190019e-24
"NEK7",2.02777455406461e-28,-1.10023553515082,0.053,0.106,5.49770237097997e-24
"IFI44",2.2582627647991e-28,0.862903337083582,0.154,0.085,6.12260200792333e-24
"GCA",2.37533537514459e-28,1.03091165240899,0.112,0.052,6.440009269092e-24
"TMBIM1",2.43080003925085e-28,0.729319607946739,0.202,0.124,6.59038506641689e-24
"SRSF4",2.4387275015319e-28,-0.808368782546423,0.108,0.177,6.61187800215329e-24
"EPHX1",2.72278448717914e-28,1.07981484082649,0.139,0.074,7.38201330164007e-24
"FARP1",2.8868788094417e-28,-1.07036140719338,0.052,0.105,7.82690582815834e-24
"SERP1",3.29145130462842e-28,0.54876319089004,0.411,0.313,8.92378277710856e-24
"PTMS",3.40656416016786e-28,-0.361913926920038,0.3,0.404,9.2358767510471e-24
"HSBP1L1",3.4708858137287e-28,-0.962615685734625,0.056,0.11,9.41026561818126e-24
"CLDND1",3.55193958456099e-28,-0.937800520580677,0.073,0.132,9.63001860166175e-24
"POLR2L",3.82485727339795e-28,0.441580106071518,0.379,0.281,1.03699530396365e-23
"NAA20",4.18316430071465e-28,0.763764097884774,0.202,0.125,1.13413950520976e-23
"MBTPS1",5.09740009180566e-28,-0.905449248032729,0.068,0.126,1.38200711289035e-23
"CD82",5.10264256048469e-28,0.746099446096638,0.206,0.128,1.38342845099861e-23
"SH3BP5",5.34523167498622e-28,-1.02348766264735,0.051,0.103,1.44919921172226e-23
"MICOS13",5.57992309554787e-28,0.668470851946272,0.244,0.161,1.51282874966494e-23
"BAG1",6.96715912209985e-28,-0.840170088564627,0.089,0.153,1.88893618118371e-23
"HIF1A",8.42524596737796e-28,0.870366673414855,0.12,0.059,2.28425268667551e-23
"ERO1A",8.65745273823386e-28,0.833762133947066,0.101,0.045,2.34720858638997e-23
"SNF8",8.76272910044151e-28,1.0353561052989,0.153,0.085,2.3757511137117e-23
"CREB1",9.95443199721266e-28,-1.0399919532564,0.054,0.107,2.6988456030843e-23
"ADK",9.98918510049897e-28,-0.930683482506665,0.087,0.149,2.70826786444728e-23
"VOPP1",1.00937143318183e-27,0.994473048858326,0.105,0.048,2.73660782964258e-23
"UQCRC1",1.11837038839441e-27,0.683808957061431,0.216,0.136,3.03212579701492e-23
"TUT4",1.13719961774649e-27,-0.944305101596467,0.073,0.132,3.08317560363429e-23
"MYL12A",1.20390411558038e-27,0.377474429346297,0.521,0.421,3.26402483816151e-23
"SPG21",1.24882195158335e-27,0.889195700913251,0.152,0.085,3.38580607513278e-23
"AGPAT2",1.48208264821109e-27,1.15068354903161,0.104,0.047,4.0182224758299e-23
"AFF1",1.53990985238912e-27,-1.05564443606035,0.064,0.119,4.17500359179738e-23
"FAM177A1",1.57136552983545e-27,-0.747313585853993,0.1,0.167,4.26028622448986e-23
"FCHO2",1.68233025747141e-27,0.899335555913915,0.158,0.09,4.56113379405649e-23
"ZC3H14",1.73472306636819e-27,-0.838558114862546,0.083,0.145,4.70318117753744e-23
"GHITM",1.89039794803899e-27,0.543952962770056,0.269,0.182,5.12524691672331e-23
"EIF4H",2.08200918267028e-27,-0.692680494926078,0.132,0.205,5.64474329605566e-23
"RAC2",2.27253533380987e-27,0.723344960978196,0.112,0.052,6.16129779702531e-23
"STAG2",2.42265763763737e-27,-0.76761265250179,0.091,0.156,6.56830938716244e-23
"ZYX",2.49486686629468e-27,0.531625148632037,0.284,0.196,6.76408304789815e-23
"POLR2E",3.52755447428391e-27,0.657683518902369,0.219,0.14,9.56390569067853e-23
"COPS2",3.61200848668031e-27,-0.882451720784127,0.064,0.12,9.79287740908765e-23
"RO60",3.90500185560379e-27,-0.774477877975253,0.085,0.147,1.0587241030913e-22
"UBR2",3.94626245598163e-27,-1.04924454291873,0.052,0.103,1.06991067706574e-22
"SAE1",3.95387084680469e-27,-1.02135191830336,0.074,0.132,1.07197346398569e-22
"CD46",5.07506173864273e-27,-0.5359230349121,0.188,0.271,1.37595073858082e-22
"WARS1",5.52295914114862e-27,1.20562643202749,0.119,0.06,1.49738468234821e-22
"CFAP36",6.20957156253291e-27,-0.856109843940268,0.066,0.122,1.68353904203392e-22
"ECE1",7.08796310864538e-27,-0.382432934432847,0.099,0.168,1.92168855801593e-22
"APRT",8.02490422994177e-27,0.512321353720945,0.309,0.22,2.17571203482181e-22
"CEBPZ",8.06183138554502e-27,-0.892505063964393,0.074,0.132,2.18572372524897e-22
"RBM22",9.05392237169627e-27,-1.0388233616168,0.053,0.104,2.45469943341429e-22
"PAM",9.12386068231228e-27,-1.04021298321492,0.062,0.117,2.47366110818851e-22
"ENY2",9.2171083835089e-27,0.636615463297953,0.235,0.154,2.49894242493693e-22
"SYNE1",9.4674673092762e-27,-1.03886588199113,0.054,0.106,2.56681973689096e-22
"PLIN3",1.19910026025441e-26,0.837069967670686,0.159,0.091,3.25100062560176e-22
"IDH2",1.26681305145695e-26,0.955628912828166,0.172,0.103,3.43458354511007e-22
"DUSP23",1.33169062693099e-26,0.489712545628115,0.218,0.137,3.61047962773529e-22
"PPP4C",1.40285163091467e-26,0.706612404506901,0.192,0.118,3.80341134173585e-22
"PSMA5",1.42626987378516e-26,0.738352600157888,0.193,0.119,3.86690288180632e-22
"SDC2",2.0199058939448e-26,1.10268735549171,0.226,0.157,5.47636885966315e-22
"SUDS3",2.14146068321272e-26,-0.915678721639208,0.066,0.121,5.80592820432633e-22
"RBP1",2.35975508635784e-26,-0.611050071622413,0.088,0.152,6.39776799013339e-22
"CCDC6",2.55376946568281e-26,-0.958995458378868,0.058,0.111,6.92377977535924e-22
"RARRES1",2.65876514236755e-26,-1.5972658618831,0.057,0.108,7.20844405398689e-22
"LONP2",2.74855617102232e-26,-0.831828786597305,0.07,0.127,7.45188549087572e-22
"ROCK2",2.95371084792295e-26,-0.888240063152723,0.074,0.131,8.00810085088869e-22
"BAZ1A",3.10057978659254e-26,-0.923273185559387,0.107,0.171,8.40629191740969e-22
"DNAJB2",3.11522814994222e-26,-0.963162670201718,0.052,0.103,8.44600656012335e-22
"CFAP97",3.1451313657429e-26,-0.868627254978617,0.07,0.127,8.52708015880216e-22
"RIPK1",4.03163321017263e-26,-1.02899523164558,0.067,0.122,1.093056395942e-21
"PSMB8",4.0722636865636e-26,0.595662659252727,0.246,0.166,1.10407213070112e-21
"ACAA2",5.40152589841098e-26,0.913913321934838,0.123,0.063,1.46446170157719e-21
"MRPL13",5.71505789681138e-26,0.803530266146931,0.166,0.097,1.5494664969835e-21
"ZBTB38",5.91695904419013e-26,-0.863122250493419,0.076,0.133,1.60420593606083e-21
"RCN2",5.96311076303863e-26,-0.889214599087194,0.07,0.126,1.61671859007503e-21
"MAPKAPK2",6.04359264363657e-26,-1.04787324185127,0.053,0.103,1.63853883754275e-21
"TTC3",6.28090630186783e-26,-0.599617475372562,0.156,0.231,1.70287931656241e-21
"PUM3",6.5542359336456e-26,-0.884547161289001,0.067,0.122,1.77698444633e-21
"RNF44",7.83671565760461e-26,-1.01165871421869,0.051,0.1,2.12469034908976e-21
"TOX4",8.94778712627644e-26,-0.9225417640239,0.065,0.119,2.42592404567607e-21
"BHLHE41",9.09170575545128e-26,-0.931912736877734,0.068,0.123,2.46494326441795e-21
"MAN1A2",9.19779534631769e-26,-0.931276574001508,0.065,0.119,2.49370627429365e-21
"LUC7L",9.7157426405262e-26,-0.936685487184653,0.057,0.109,2.63413214469946e-21
"ZNHIT1",1.0416317133334e-25,0.690207274390927,0.205,0.13,2.82407190118952e-21
"SEM1",1.13521338070095e-25,0.436293833061397,0.363,0.269,3.0777905177564e-21
"PSMD8",1.20201970487609e-25,0.602252745214763,0.248,0.168,3.25891582386006e-21
"GNL3",1.20321561727886e-25,-0.765423484200884,0.099,0.162,3.26215818156644e-21
"CYBC1",1.20428320289706e-25,1.00799516337407,0.106,0.051,3.2650526196945e-21
"CCDC85B",1.21214972523186e-25,-0.88746151930438,0.082,0.141,3.28638033504861e-21
"DUSP2",1.23805470425884e-25,-1.13346228462489,0.119,0.185,3.35661391418657e-21
"GLS",1.26157838851414e-25,-1.0675029727504,0.096,0.156,3.42039132693954e-21
"BLOC1S2",1.30299343001458e-25,0.913317914522093,0.136,0.074,3.53267578745553e-21
"SAP30BP",1.58011735100886e-25,-0.788766397884556,0.084,0.143,4.28401416205521e-21
"ERC1",1.60808827599731e-25,-1.02269671582381,0.056,0.106,4.3598489338839e-21
"JAK1",1.94857757964775e-25,-0.636788576653805,0.186,0.262,5.28298353394097e-21
"HNRNPM",1.96420635363851e-25,-0.481207921424046,0.248,0.333,5.32535626598472e-21
"CSNK1D",2.06854179897171e-25,-0.820936084684958,0.081,0.139,5.60823052537211e-21
"UACA",2.11579955968527e-25,-0.311712309483289,0.084,0.147,5.7363557662187e-21
"SMOC2",2.32331260183853e-25,-0.733154680728544,0.063,0.117,6.29896512610462e-21
"TNF",2.72866613425896e-25,0.631733887136373,0.172,0.104,7.39795962320288e-21
"RTN3",2.75688529608972e-25,0.606022875929435,0.254,0.174,7.47446741475845e-21
"ARHGAP26",3.08095792785599e-25,-1.30399046210555,0.088,0.145,8.35309313400317e-21
"SEC61A1",3.28414198670481e-25,0.781757685388219,0.155,0.09,8.90396575435409e-21
"FAM50A",3.32680814192796e-25,0.924517223085842,0.136,0.075,9.01964223439508e-21
"NFKB1",3.56907595498131e-25,-1.30867157034962,0.073,0.127,9.67647872914534e-21
"TRIM8",3.93158477407761e-25,-0.831284654584583,0.084,0.143,1.06593126394792e-20
"NDUFAF3",3.98838520951765e-25,0.651467477034513,0.225,0.149,1.08133099800442e-20
"DDX60L",4.47566113318036e-25,0.908240651214248,0.105,0.051,1.21344124642786e-20
"ARRDC3",4.56002671402217e-25,-0.652244294356693,0.169,0.242,1.23631444270569e-20
"ST6GAL1",4.5991683480991e-25,0.959354222724545,0.117,0.06,1.24692652253663e-20
"HSPA5",4.86651059438162e-25,0.554070690229333,0.542,0.485,1.31940835234874e-20
"PRDX3",5.54640020784298e-25,0.471041614459268,0.322,0.235,1.50374002435039e-20
"RNF149",5.79645180783795e-25,0.608988275002508,0.223,0.147,1.57153401414102e-20
"COA6",6.00119887006455e-25,0.924626475211654,0.117,0.06,1.6270450376519e-20
"SNX5",6.25195384845693e-25,0.710193593326891,0.185,0.114,1.69502972739364e-20
"DKK3",6.5109981945789e-25,-0.655660623803574,0.058,0.11,1.76526183051423e-20
"SPRED1",7.34296635764693e-25,0.816197854329248,0.149,0.085,1.99082503888524e-20
"RNF10",7.78181131118933e-25,-0.83541486611732,0.081,0.138,2.10980468268965e-20
"ATXN2",8.44429770402817e-25,-0.949958627225381,0.052,0.101,2.28941799351612e-20
"NDUFS8",8.75507788614211e-25,0.651179071109073,0.223,0.148,2.37367671649085e-20
"PGRMC2",8.84992847530596e-25,-0.661697768772119,0.107,0.172,2.39939260822495e-20
"TRIR",8.90958562650905e-25,-0.511677544886437,0.201,0.28,2.41556685505913e-20
"DHX36",9.76363478606384e-25,-0.766785458609824,0.101,0.163,2.64711666319763e-20
"TIMM17A",9.87627115964723e-25,0.722939082500097,0.189,0.119,2.67765463680356e-20
"HADHA",1.04177776079024e-24,0.545986716515879,0.272,0.19,2.8244678650545e-20
"HSPB1",1.15225320262739e-24,-0.810620343800813,0.627,0.616,3.12398888296337e-20
"RTF1",1.30671074662561e-24,-0.696482002867548,0.114,0.18,3.54275417625137e-20
"ADD1",1.36370986697264e-24,-0.716497336774935,0.103,0.166,3.69729019133623e-20
"ICE1",1.4427514473452e-24,-0.906732451529943,0.077,0.133,3.91158772404231e-20
"RAB5A",1.4664442896589e-24,-0.802849374991108,0.084,0.142,3.97582375812321e-20
"CAPNS1",1.53739332657211e-24,0.518167611656632,0.288,0.204,4.16818078700229e-20
"PRELID1",1.54678534565749e-24,0.592666258119024,0.238,0.161,4.19364442914659e-20
"KRR1",1.72737454901756e-24,-0.919524433244452,0.055,0.105,4.68325787729641e-20
"ZFR",1.88494172508359e-24,-0.610217834392569,0.16,0.232,5.11045400504663e-20
"LRRFIP2",1.98931896569806e-24,-0.919573726660051,0.084,0.141,5.39344157980057e-20
"RBL2",2.09613763414797e-24,-0.949013242987336,0.059,0.109,5.68304835370197e-20
"U2SURP",2.58981862729751e-24,-0.680555429606566,0.126,0.192,7.021516262329e-20
"CCDC91",2.59695362851207e-24,-1.01275127790959,0.062,0.113,7.04086067762192e-20
"RGCC",2.63867585633429e-24,-0.894266166024454,0.111,0.174,7.15397798169352e-20
"PFKFB3",2.81784562246984e-24,-0.884544769749446,0.101,0.162,7.63974305164022e-20
"NQO2",3.44190514826706e-24,0.935700345593825,0.108,0.054,9.33169323798167e-20
"YWHAZ",3.55757574488157e-24,-0.386803942378492,0.435,0.517,9.64529935952291e-20
"HERPUD1",3.88115954051284e-24,0.662610134190707,0.344,0.264,1.05225997462384e-19
"IL7R",4.21281041704871e-24,0.685358147038193,0.115,0.059,1.14217716027025e-19
"DNMT1",4.51513624846001e-24,0.788918209995801,0.158,0.094,1.22414373968248e-19
"BIRC2",4.85743493614075e-24,-0.930998972491918,0.059,0.11,1.31694775988648e-19
"CD55",5.72402832795668e-24,-0.618760161326319,0.123,0.189,1.55189856027561e-19
"ZSWIM6",5.74009443723524e-24,-1.71708407644583,0.064,0.114,1.55625440382322e-19
"LSM4",6.66939445625559e-24,0.800725414468772,0.17,0.104,1.80820622498002e-19
"SOD1",8.1433674061909e-24,-0.277631199252968,0.391,0.489,2.20782977116648e-19
"NECTIN2",8.52974281777871e-24,-0.743513560949143,0.124,0.189,2.31258387275616e-19
"NCBP3",9.08654211680619e-24,-0.941646539238545,0.054,0.102,2.46354329870849e-19
"FXR1",9.43120228744351e-24,-0.652006375750276,0.111,0.175,2.55698756417169e-19
"RBM6",1.10944866661447e-23,-0.767786565471789,0.077,0.133,3.00793722492514e-19
"ACIN1",1.15203804617747e-23,-0.666664280100302,0.126,0.193,3.12340555079636e-19
"PICALM",1.2467254683881e-23,0.405631106429854,0.271,0.189,3.38012208989383e-19
"INPP5D",1.26976877830559e-23,0.796488421582301,0.109,0.055,3.44259711174212e-19
"PPP4R2",1.36142228426642e-23,-0.87497799429119,0.063,0.114,3.69108809710313e-19
"DHX9",1.84344482089554e-23,-0.675339129260378,0.114,0.177,4.997947598412e-19
"ETF1",1.87567161845746e-23,-0.828428926909517,0.08,0.136,5.08532089196186e-19
"CFD",2.00793167732047e-23,-0.570398776081172,0.16,0.091,5.44390436355126e-19
"PAK1",2.07443789028655e-23,0.811881635579853,0.127,0.07,5.6242160081449e-19
"EPB41L2",2.24569665686021e-23,0.79507885132763,0.157,0.094,6.0885327760794e-19
"TMEM230",2.49731463865086e-23,0.574814696722143,0.234,0.159,6.77071944831021e-19
"NDUFB11",2.62020880114434e-23,0.564463659238294,0.318,0.237,7.10391010166254e-19
"ILK",3.4466948915929e-23,0.712079157857908,0.193,0.125,9.34467919008666e-19
"TIMM13",3.48003757189609e-23,0.651385391458497,0.213,0.142,9.43507786492467e-19
"RABGAP1L",3.89238639611434e-23,-1.04388215401879,0.078,0.132,1.05530379971452e-18
"WDR45B",4.06247358048942e-23,-0.877440364154058,0.064,0.114,1.10141783714229e-18
"GABARAPL1",4.15682441499908e-23,-0.955660338989887,0.073,0.126,1.12699823539455e-18
"SNHG16",5.13232636221411e-23,-0.872047315942324,0.06,0.11,1.39147632332349e-18
"HNRNPF",5.22006582268666e-23,-0.510850570538384,0.222,0.298,1.41526424584681e-18
"FAM120AOS",5.25648066212744e-23,-0.794396659247687,0.076,0.13,1.42513703711599e-18
"LITAF",5.48593364949452e-23,0.571688031699866,0.306,0.231,1.48734633105095e-18
"POLR1D",6.15454587997035e-23,-0.557327687637034,0.156,0.226,1.66862047897756e-18
"CD47",6.61213003919368e-23,0.535619317286993,0.254,0.178,1.79268069622619e-18
"DHRS3",7.41805416026526e-23,0.729831779994982,0.147,0.086,2.01118284393112e-18
"TAGLN2",8.065222765989e-23,0.398818919466558,0.506,0.426,2.18664319631494e-18
"MRPS16",8.21932550321465e-23,0.816039261053509,0.15,0.089,2.22842353043156e-18
"NIPBL",8.47390532295513e-23,-0.790100988404205,0.114,0.175,2.2974452111596e-18
"CHCHD1",9.05753299855886e-23,0.815502907813007,0.13,0.073,2.45567834656928e-18
"RBM3",9.32369658087748e-23,0.471398934770216,0.361,0.279,2.5278406170075e-18
"NAXE",9.54746996410659e-23,0.877830582169899,0.175,0.112,2.58851005666858e-18
"BUD31",9.8776972099982e-23,-0.586095007280606,0.175,0.247,2.67804126757471e-18
"SRRT",1.01207923678952e-22,-0.869289563216412,0.061,0.11,2.74394922678375e-18
"CYB5R3",1.0186893258069e-22,0.676607876509626,0.205,0.136,2.76187050012765e-18
"NMI",1.01987554470086e-22,0.804582052848916,0.14,0.081,2.76508657679296e-18
"PLSCR1",1.188106775142e-22,0.425630213500447,0.276,0.194,3.22119508876498e-18
"EIF5A",1.27404565354117e-22,0.660696164735825,0.221,0.151,3.45419257588082e-18
"SRPK2",1.4284060108514e-22,-0.796558125912925,0.084,0.139,3.87269437662031e-18
"AKAP17A",1.44514764719613e-22,-0.827923227029249,0.075,0.128,3.91808430107815e-18
"TMED2",1.55527966692225e-22,0.534279510456349,0.269,0.192,4.21667423295961e-18
"LEPROTL1",1.68273932813946e-22,0.707254608258611,0.138,0.079,4.5622428664517e-18
"SYPL1",1.712481844247e-22,-0.613937144210852,0.126,0.19,4.64288077612247e-18
"RAB10",1.75531373754733e-22,0.52248252574666,0.256,0.179,4.75900660523831e-18
"ARMT1",1.86674064720975e-22,1.46401854857715,0.124,0.071,5.06110724271507e-18
"HNRNPA3",1.93822524068557e-22,-0.577395698989403,0.138,0.205,5.25491627254672e-18
"PSMC2",2.0941804443557e-22,0.714426760912408,0.156,0.094,5.67774202073717e-18
"PRKRIP1",2.12900709341282e-22,-0.840611593071654,0.06,0.109,5.77216403166085e-18
"ATF2",2.16224591117397e-22,-1.03681015500919,0.055,0.102,5.86228111437486e-18
"IL13RA1",2.28659588920683e-22,0.702241794326806,0.17,0.106,6.19941877481755e-18
"SRSF9",2.43147860554138e-22,0.538187985537893,0.26,0.184,6.59222479534378e-18
"MARK3",2.53482360948517e-22,-0.857156092699704,0.062,0.111,6.87241377003619e-18
"ESCO1",2.64607091567128e-22,-0.905655024229282,0.065,0.115,7.17402746656797e-18
"DOCK8",2.78401248103416e-22,0.514023648951946,0.131,0.073,7.54801463857982e-18
"ZFC3H1",3.12696248989549e-22,-0.836153895777976,0.079,0.132,8.47782070260466e-18
"VCL",3.46686077165083e-22,-0.773664833998047,0.076,0.129,9.39935292409974e-18
"NDUFS7",5.43684747137945e-22,0.605275554514742,0.202,0.133,1.4740380864404e-17
"UBE2D3",5.44178770071816e-22,-0.494006622076307,0.343,0.415,1.47537748141871e-17
"NSRP1",5.52764637578865e-22,-0.697500971896603,0.102,0.16,1.49865548540382e-17
"ASCC3",5.98357550027036e-22,-0.933634032659888,0.057,0.103,1.6222669896333e-17
"MICU2",6.18863238652017e-22,-0.915418123268646,0.059,0.106,1.67786201263335e-17
"C4orf3",7.50798515552647e-22,0.456232589380353,0.325,0.245,2.03556493536634e-17
