"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","18/926","31/18860",0.580645161290323,11.8260990733645,13.7077273377973,2.63798878701151e-16,4.10620385282999e-14,2.89477984267024e-14,"FCER1G/CTSS/HLA-DRB1/HLA-DPA1/HLA-DRA/HLA-DPB1/HLA-DQB1/CTSL/HLA-DMB/HLA-DQA1/HLA-DRB5/CD74/LGMN/B2M/FCGR2B/UNC93B1/HLA-DOA/HLA-DQA2",18
"GO:0032943","mononuclear cell proliferation","55/926","319/18860",0.172413793103448,3.51158114247412,10.2802155090636,2.67146825480711e-16,4.10620385282999e-14,2.89477984267024e-14,"TYROBP/LAPTM5/AIF1/FCGR3A/HLA-DRB1/HLA-DPA1/HLA-DPB1/HLA-DMB/CD74/VSIG4/MNDA/CD86/LILRB4/HLA-A/LST1/PTPRC/SLC11A1/LGALS9/LIPA/LYN/CD4/GPNMB/IL18/FCGR2B/GPR183/IL4I1/TNFSF13B/HAVCR2/CD300A/PYCARD/CD37/CD81/SYK/NCKAP1L/LILRB2/IL1B/HLA-E/LILRB1/MEF2C/VSIR/TGFB1/TNFRSF1B/BID/CORO1A/BAX/MSN/DOCK2/PTPN6/LGALS3/CD40/RAC2/ZNHIT1/IL7R/INPP5D/DOCK8",55
"GO:0050670","regulation of lymphocyte proliferation","48/926","254/18860",0.188976377952756,3.84891413411337,10.3871391766347,5.44506537225702e-16,8.13026046726148e-14,5.73164776027055e-14,"TYROBP/LAPTM5/AIF1/FCGR3A/HLA-DRB1/HLA-DPA1/HLA-DPB1/HLA-DMB/CD74/VSIG4/MNDA/CD86/LILRB4/HLA-A/LST1/PTPRC/LGALS9/LYN/CD4/GPNMB/IL18/FCGR2B/GPR183/IL4I1/TNFSF13B/HAVCR2/CD300A/PYCARD/CD37/CD81/SYK/NCKAP1L/LILRB2/IL1B/HLA-E/LILRB1/MEF2C/VSIR/TGFB1/TNFRSF1B/BID/CORO1A/PTPN6/LGALS3/CD40/RAC2/ZNHIT1/INPP5D",48
"GO:0002703","regulation of leukocyte mediated immunity","49/926","264/18860",0.185606060606061,3.78027030564828,10.337260409141,5.70492414904955e-16,8.28164822303693e-14,5.83837266715598e-14,"TYROBP/FCER1G/HLA-DRB1/HLA-DRA/ITGB2/SPI1/TREM2/HLA-C/FCGR1A/LILRB4/HLA-A/HLA-B/B2M/CD84/PTPRC/LGALS9/GRB2/VAMP8/LYN/IL18/CLEC7A/ARRB2/FCGR2B/IL4I1/HAVCR2/CD300A/CD81/SYK/NCKAP1L/IL1B/HLA-E/LILRB1/SCIMP/WAS/TGFB1/TNFRSF1B/BST2/LAMP1/PTPN6/STX7/HLA-F/STXBP2/CD40/C3/RAC2/TNF/IL7R/INPP5D/STX4",49
"GO:0032944","regulation of mononuclear cell proliferation","48/926","258/18860",0.186046511627907,3.78924104676277,10.2504356022346,1.03316893581926e-15,1.45928131313283e-13,1.02875996454265e-13,"TYROBP/LAPTM5/AIF1/FCGR3A/HLA-DRB1/HLA-DPA1/HLA-DPB1/HLA-DMB/CD74/VSIG4/MNDA/CD86/LILRB4/HLA-A/LST1/PTPRC/LGALS9/LYN/CD4/GPNMB/IL18/FCGR2B/GPR183/IL4I1/TNFSF13B/HAVCR2/CD300A/PYCARD/CD37/CD81/SYK/NCKAP1L/LILRB2/IL1B/HLA-E/LILRB1/MEF2C/VSIR/TGFB1/TNFRSF1B/BID/CORO1A/PTPN6/LGALS3/CD40/RAC2/ZNHIT1/INPP5D",48
"GO:0006898","receptor-mediated endocytosis","50/926","279/18860",0.17921146953405,3.65003057819891,10.1331550059494,1.25475948498659e-15,1.72562449172102e-13,1.21652581646899e-13,"FCER1G/ITGB2/CD14/APOC1/CTSL/MSR1/FCGR1A/APOE/LILRB4/CD63/B2M/AP2S1/CXCL16/GRB2/LRP1/ANXA2/MRC1/PPT1/SDCBP/ARRB2/CAP1/FCGR2B/STAB1/RAB31/MARCO/CD81/CXCL8/SYK/LRPAP1/SIGLEC1/CD36/CANX/RAC1/LILRB1/M6PR/BMP2K/SCARB2/AP2M1/CLTC/ITGA4/ARF1/RALA/CLTA/ARAP1/SORL1/C3/FCHO2/RALB/ITGB1/IGF2R",50
"GO:0050777","negative regulation of immune response","44/926","226/18860",0.194690265486726,3.9652898564575,10.190478260898,2.95198817263719e-15,3.88007630476093e-13,2.73536509087422e-13,"GRN/HLA-DRB1/SPI1/TREM2/LGALS1/VSIG4/SAMHD1/LILRB4/HLA-A/HLA-B/FGL2/PTPRC/HCK/LGALS9/GRB2/LYN/ARRB2/FCGR2B/IL4I1/HAVCR2/CD300A/SYK/SLAMF8/NCKAP1L/HLA-E/LILRB1/SAMSN1/A2M/TGFB1/RHBDF2/ISG15/OAS1/PTPN6/PARP14/LGALS3/COL3A1/SELENOS/HLA-F/IL7R/INPP5D/NMI/EIF4E2/PARP1/SMIM30",44
"GO:0072659","protein localization to plasma membrane","51/926","295/18860",0.172881355932203,3.52110407438591,9.91700532359209,2.9698249558063e-15,3.88007630476093e-13,2.73536509087422e-13,"FCER1G/TREM2/S100A10/LRP1/VAMP8/HSP90B1/FYB1/LYN/ACTB/CCDC88A/RHOG/RAB31/CD81/CD36/RAC1/ATP6AP1/EPB41L3/VAMP5/ATP1B3/TGFB1/MMP14/ABI3/SCARB2/AP2M1/CLTC/RHBDF2/ARL6IP5/MYO5A/CSK/CIB1/RAP1A/LGALS3/RER1/STX7/TNFRSF1A/SORL1/BSG/TMBIM1/FCHO2/TNF/TMED2/RAB10/RAB8A/MESD/FLNA/VPS35/ITGB1/GBP1/STX4/VTI1B/RHOQ",51
"GO:0050764","regulation of phagocytosis","30/926","108/18860",0.277777777777778,5.6575473962083,11.0299007491201,3.83311478607863e-15,4.88581899318217e-13,3.4443906935238e-13,"CYBA/FCER1G/TREM2/FCGR1A/PTPRC/HCK/SLC11A1/CLEC7A/FCGR2B/RAB31/MERTK/CD300A/PYCARD/CALR/SYK/NCKAP1L/CD36/SIRPA/TLR2/TGFB1/SNX3/DOCK2/LMAN2/CSK/ATG3/RAP1A/ARAP1/C3/CD47/ITGAV",30
"GO:0050870","positive regulation of T cell activation","48/926","267/18860",0.179775280898876,3.6615138204674,9.95258424920887,4.14880489054352e-15,5.16229865666201e-13,3.63930253556449e-13,"AIF1/HLA-DRB1/HLA-DPA1/HLA-DRA/HLA-DPB1/HLA-DQB1/HLA-DMB/HLA-DQA1/HLA-DRB5/CD74/LGALS1/CD86/LILRB4/HLA-A/B2M/PTPRC/LGALS9/GRB2/LYN/CD4/ACTB/RHOA/IL18/IL4I1/TNFSF13B/HAVCR2/PYCARD/CD81/SYK/NCKAP1L/LILRB2/IL1B/HLA-DOA/HLA-E/LILRB1/HLA-DQA2/SIRPA/GPR65/VSIR/TGFB1/ADAM8/CORO1A/CSK/PTPN6/THY1/IL7R/CD47/DOCK8",48
"GO:0060326","cell chemotaxis","54/926","330/18860",0.163636363636364,3.33280973885726,9.7145977117155,4.97966058820534e-15,6.05202470557235e-13,4.26653905966186e-13,"FCER1G/AIF1/ITGB2/SPI1/CD74/LGMN/CSF1R/C5AR1/S100A9/C3AR1/TMSB4X/PPIB/CCL3/CXCL16/MPP1/LGALS9/S100A8/LYN/ARRB2/PLA2G7/GPR183/ENG/RHOG/CALR/CXCL8/SYK/SLAMF8/ALOX5/NRP1/NCKAP1L/CCR1/GPSM3/IL1B/CCL3L3/GSTP1/RAC1/TREM1/CCL4/CXCR4/ADAM8/NINJ1/PPIA/CORO1A/BIN2/P2RX4/DOCK4/CORO1C/CORO1B/LGALS3/CXCL3/PREX1/BSG/C3/RAC2",54
"GO:0022409","positive regulation of cell-cell adhesion","55/926","343/18860",0.160349854227405,3.2658728409599,9.62328884794768,6.74433339482881e-15,8.01042870940349e-13,5.6471691105026e-13,"AIF1/HLA-DRB1/HLA-DPA1/HLA-DRA/ITGB2/HLA-DPB1/HLA-DQB1/HLA-DMB/HLA-DQA1/HLA-DRB5/CD74/LGALS1/PLAUR/CD86/LILRB4/HLA-A/B2M/PTPRC/LGALS9/GRB2/LYN/CD4/ACTB/RHOA/IL18/IL4I1/TNFSF13B/HAVCR2/PYCARD/CD81/SYK/ALOX5/NCKAP1L/LILRB2/IL1B/EMILIN2/HLA-DOA/HLA-E/LILRB1/HLA-DQA2/SIRPA/GPR65/VSIR/TGFB1/CD44/ADAM8/CORO1A/ITGA4/CSK/PTPN6/THY1/TNF/IL7R/CD47/DOCK8",55
"GO:0009144","purine nucleoside triphosphate metabolic process","48/926","271/18860",0.177121771217712,3.60746933603245,9.82431055449218,7.53152248455005e-15,8.74660811205746e-13,6.16615875928075e-13,"TREM2/ATP5F1E/SAMHD1/GAPDH/TMSB4X/TSPO/PGK1/LIPA/NDUFB2/PKM/UCP2/ENO1/ATP5MC3/TPI1/ATP6V1B2/ATP5PD/HK3/NDUFA3/TGFB1/NDUFA6/NDUFB3/ATP5PB/ADPGK/NDUFA1/NDUFB1/ATP5PF/MTCH2/FBP1/NDUFAB1/NDUFA2/GUK1/ATP5F1C/NDUFS6/LDHA/ATP5ME/ATP5MC1/ANTKMT/HIF1A/NDUFS8/NDUFB11/NDUFS7/ATP6V1A/NME4/PARP1/PFKL/NDUFA12/NDUFB5/RHOQ",48
"GO:0006754","ATP biosynthetic process","29/926","104/18860",0.278846153846154,5.67930719388603,10.8731243742444,9.87528162997266e-15,1.09812965578061e-12,7.74156302542377e-13,"TREM2/ATP5F1E/TMSB4X/LIPA/NDUFB2/ENO1/ATP5MC3/ATP5PD/NDUFA3/TGFB1/NDUFA6/NDUFB3/ATP5PB/NDUFA1/NDUFB1/ATP5PF/NDUFAB1/NDUFA2/ATP5F1C/NDUFS6/ATP5ME/ATP5MC1/ANTKMT/NDUFS8/NDUFB11/NDUFS7/PARP1/NDUFA12/NDUFB5",29
"GO:1903037","regulation of leukocyte cell-cell adhesion","60/926","401/18860",0.149625935162095,3.04745695157355,9.41692521891954,9.87602254529061e-15,1.09812965578061e-12,7.74156302542377e-13,"LAPTM5/AIF1/HLA-DRB1/HLA-DPA1/HLA-DRA/ITGB2/HLA-DPB1/HLA-DQB1/HLA-DMB/HLA-DQA1/HLA-DRB5/CD74/LGALS1/VSIG4/CD86/LILRB4/HLA-A/B2M/FGL2/PTPRC/LGALS9/GRB2/LYN/CD4/GPNMB/ACTB/RHOA/IL18/IL4I1/TNFSF13B/HAVCR2/CD300A/PYCARD/CD37/CD81/SYK/ALOX5/NCKAP1L/LILRB2/IL1B/HLA-DOA/HLA-E/LILRB1/HLA-DQA2/SIRPA/GPR65/VSIR/TGFB1/CD44/ADAM8/CORO1A/ITGA4/CSK/PTPN6/THY1/LGALS3/TNF/IL7R/CD47/DOCK8",60
"GO:0050863","regulation of T cell activation","60/926","404/18860",0.148514851485149,3.02482732074503,9.34837498774104,1.39142699393087e-14,1.51491613964223e-12,1.06798124534168e-12,"LAPTM5/AIF1/HLA-DRB1/HLA-DPA1/HLA-DRA/HLA-DPB1/HLA-DQB1/HLA-DMB/HLA-DQA1/HLA-DRB5/CD74/LGALS1/VSIG4/CD86/LILRB4/HLA-A/B2M/FGL2/PTPRC/LGALS9/GRB2/LYN/CD4/GPNMB/ACTB/RHOA/IL18/IL4I1/TNFSF13B/HAVCR2/CD300A/PYCARD/CD37/CD81/SYK/NCKAP1L/LILRB2/IL1B/HLA-DOA/HLA-E/LILRB1/HLA-DQA2/SIRPA/GPR65/VSIR/TGFB1/ADAM8/TNFRSF1B/BID/CORO1A/CSK/PTPN6/THY1/LGALS3/RAC2/ZNHIT1/PRELID1/IL7R/CD47/DOCK8",60
"GO:0002263","cell activation involved in immune response","53/926","329/18860",0.161094224924012,3.28103356594694,9.484325225851,1.74068767612398e-14,1.85649669294365e-12,1.308787726409e-12,"TYROBP/FCER1G/GRN/FCGR3A/HLA-DRB1/HLA-DRA/ITGB2/SPI1/TREM2/HLA-DMB/CD74/LGALS1/CD86/CD84/FGL2/CCL3/PTPRC/SLC11A1/LGALS9/LRP1/VAMP8/LCP1/LYN/IL18/FCGR2B/GPR183/HAVCR2/CD300A/PYCARD/CD81/SYK/APBB1IP/NCKAP1L/LAT2/LILRB1/GPR65/TGFB1/IRF8/CORO1A/LAMP1/DOCK2/DOCK10/PTPN6/LGALS3/HLA-F/IFI35/STXBP2/CD40/RAC2/TNF/NMI/DDRGK1/STX4",53
"GO:0097529","myeloid leukocyte migration","44/926","237/18860",0.185654008438819,3.78124686733922,9.79073129101404,1.77779413925751e-14,1.85815043435194e-12,1.309953576295e-12,"FCER1G/AIF1/ITGB2/SPI1/TREM2/CD74/LGMN/CSF1R/C5AR1/S100A9/C3AR1/PPIB/CCL3/MPP1/S100A8/LYN/PLA2G7/CD300A/CD81/CXCL8/SYK/SLAMF8/PECAM1/NCKAP1L/CCR1/IL1B/RAC1/TREM1/SIRPA/CCL4/ADAM8/MMP14/NINJ1/PPIA/P2RX4/CORO1C/CD99/LGALS3/CXCL3/PREX1/BSG/RAC2/CD47/WDR1",44
"GO:0009206","purine ribonucleoside triphosphate biosynthetic process","30/926","115/18860",0.260869565217391,5.31317494600432,10.5421577971731,2.44654347643771e-14,2.50698749173794e-12,1.76736886842765e-12,"TREM2/ATP5F1E/TMSB4X/LIPA/NDUFB2/ENO1/ATP5MC3/ATP5PD/NDUFA3/TGFB1/NDUFA6/NDUFB3/ATP5PB/NDUFA1/NDUFB1/ATP5PF/NDUFAB1/NDUFA2/ATP5F1C/NDUFS6/ATP5ME/ATP5MC1/ANTKMT/NDUFS8/NDUFB11/NDUFS7/NME4/PARP1/NDUFA12/NDUFB5",30
"GO:0009145","purine nucleoside triphosphate biosynthetic process","30/926","116/18860",0.258620689655172,5.26737171371118,10.4757366434187,3.14810817565725e-14,3.16384871653554e-12,2.23044101514178e-12,"TREM2/ATP5F1E/TMSB4X/LIPA/NDUFB2/ENO1/ATP5MC3/ATP5PD/NDUFA3/TGFB1/NDUFA6/NDUFB3/ATP5PB/NDUFA1/NDUFB1/ATP5PF/NDUFAB1/NDUFA2/ATP5F1C/NDUFS6/ATP5ME/ATP5MC1/ANTKMT/NDUFS8/NDUFB11/NDUFS7/NME4/PARP1/NDUFA12/NDUFB5",30
"GO:0046034","ATP metabolic process","44/926","241/18860",0.182572614107884,3.718487583234,9.65125832099045,3.31637205093585e-14,3.27006798833787e-12,2.30532317344101e-12,"TREM2/ATP5F1E/GAPDH/TMSB4X/TSPO/PGK1/LIPA/NDUFB2/PKM/UCP2/ENO1/ATP5MC3/TPI1/ATP6V1B2/ATP5PD/HK3/NDUFA3/TGFB1/NDUFA6/NDUFB3/ATP5PB/ADPGK/NDUFA1/NDUFB1/ATP5PF/MTCH2/FBP1/NDUFAB1/NDUFA2/ATP5F1C/NDUFS6/LDHA/ATP5ME/ATP5MC1/ANTKMT/HIF1A/NDUFS8/NDUFB11/NDUFS7/ATP6V1A/PARP1/PFKL/NDUFA12/NDUFB5",44
"GO:0002366","leukocyte activation involved in immune response","52/926","325/18860",0.16,3.25874730021598,9.33338697548083,4.09965668319722e-14,3.96755663451642e-12,2.7970367234289e-12,"TYROBP/FCER1G/GRN/FCGR3A/HLA-DRB1/HLA-DRA/ITGB2/SPI1/TREM2/HLA-DMB/CD74/LGALS1/CD86/CD84/FGL2/CCL3/PTPRC/SLC11A1/LGALS9/VAMP8/LCP1/LYN/IL18/FCGR2B/GPR183/HAVCR2/CD300A/PYCARD/CD81/SYK/APBB1IP/NCKAP1L/LAT2/LILRB1/GPR65/TGFB1/IRF8/CORO1A/LAMP1/DOCK2/DOCK10/PTPN6/LGALS3/HLA-F/IFI35/STXBP2/CD40/RAC2/TNF/NMI/DDRGK1/STX4",52
"GO:0002685","regulation of leukocyte migration","43/926","233/18860",0.184549356223176,3.75874822718045,9.62819353091118,4.40105596908175e-14,4.18180336262205e-12,2.9480757687629e-12,"AIF1/SPI1/TREM2/CD74/HMOX1/LGMN/CSF1R/C5AR1/C3AR1/CCL3/MPP1/LGALS9/LYN/RHOA/P4HB/PLA2G7/CD300A/PYCARD/CALR/CD81/CXCL8/SLAMF8/NCKAP1L/CCR1/GPSM3/RAC1/CCL4/TGFB1/ADAM8/MMP14/NINJ1/CORO1A/MSN/ITGA4/P2RX4/CD99/ECM1/THY1/LGALS3/RAC2/TNF/CD47/DOCK8",43
"GO:0042098","T cell proliferation","42/926","224/18860",0.1875,3.8188444924406,9.64372942678979,4.94609467705656e-14,4.61576621112457e-12,3.25400965595826e-12,"LAPTM5/AIF1/HLA-DRB1/HLA-DPA1/HLA-DPB1/HLA-DMB/VSIG4/CD86/LILRB4/HLA-A/PTPRC/SLC11A1/LGALS9/LIPA/CD4/GPNMB/IL18/IL4I1/TNFSF13B/HAVCR2/PYCARD/CD37/CD81/SYK/NCKAP1L/LILRB2/IL1B/HLA-E/LILRB1/VSIR/TGFB1/TNFRSF1B/BID/CORO1A/BAX/MSN/DOCK2/PTPN6/LGALS3/RAC2/ZNHIT1/DOCK8",42
"GO:0009205","purine ribonucleoside triphosphate metabolic process","46/926","264/18860",0.174242424242424,3.5488251848943,9.47672951802644,5.16748590558088e-14,4.73776865659047e-12,3.34001859086483e-12,"TREM2/ATP5F1E/GAPDH/TMSB4X/TSPO/PGK1/LIPA/NDUFB2/PKM/UCP2/ENO1/ATP5MC3/TPI1/ATP6V1B2/ATP5PD/HK3/NDUFA3/TGFB1/NDUFA6/NDUFB3/ATP5PB/ADPGK/NDUFA1/NDUFB1/ATP5PF/MTCH2/FBP1/NDUFAB1/NDUFA2/ATP5F1C/NDUFS6/LDHA/ATP5ME/ATP5MC1/ANTKMT/HIF1A/NDUFS8/NDUFB11/NDUFS7/ATP6V1A/NME4/PARP1/PFKL/NDUFA12/NDUFB5/RHOQ",46
"GO:0071346","cellular response to type II interferon","28/926","103/18860",0.271844660194175,5.53670657803686,10.4906852025985,5.78077441521184e-14,5.20867708515467e-12,3.67199826737595e-12,"AIF1/HLA-DPA1/GAPDH/CCL3/HCK/LGALS9/MRC1/VIM/ACTR2/ACTR3/STAT1/IFNGR1/SIRPA/TLR2/WAS/IFNGR2/IRF8/CDC42/CASP1/PARP14/CD58/STXBP2/ZYX/TNF/CD47/PARP9/GBP1/STX4",28
"GO:0002687","positive regulation of leukocyte migration","34/926","152/18860",0.223684210526316,4.55581448220984,10.0016913606492,6.36748326718599e-14,5.64007924649389e-12,3.97612692866208e-12,"AIF1/SPI1/TREM2/CD74/LGMN/CSF1R/C5AR1/C3AR1/CCL3/LGALS9/RHOA/P4HB/PLA2G7/PYCARD/CALR/CXCL8/NCKAP1L/CCR1/GPSM3/RAC1/CCL4/TGFB1/ADAM8/MMP14/CORO1A/ITGA4/P2RX4/CD99/THY1/LGALS3/RAC2/TNF/CD47/DOCK8",34
"GO:0009141","nucleoside triphosphate metabolic process","48/926","287/18860",0.167247386759582,3.40635606294354,9.3343923001229,7.23425229266667e-14,6.30103374691267e-12,4.44208474111111e-12,"TREM2/ATP5F1E/SAMHD1/GAPDH/TMSB4X/TSPO/PGK1/LIPA/NDUFB2/PKM/UCP2/ENO1/ATP5MC3/TPI1/ATP6V1B2/ATP5PD/HK3/NDUFA3/TGFB1/NDUFA6/NDUFB3/ATP5PB/ADPGK/NDUFA1/NDUFB1/ATP5PF/MTCH2/FBP1/NDUFAB1/NDUFA2/GUK1/ATP5F1C/NDUFS6/LDHA/ATP5ME/ATP5MC1/ANTKMT/HIF1A/NDUFS8/NDUFB11/NDUFS7/ATP6V1A/NME4/PARP1/PFKL/NDUFA12/NDUFB5/RHOQ",48
"GO:0030595","leukocyte chemotaxis","43/926","237/18860",0.181434599156118,3.69530943853606,9.48820860482856,8.16444219192205e-14,6.99465162212863e-12,4.93106948606164e-12,"FCER1G/AIF1/ITGB2/SPI1/CD74/LGMN/CSF1R/C5AR1/S100A9/C3AR1/PPIB/CCL3/CXCL16/MPP1/LGALS9/S100A8/LYN/PLA2G7/GPR183/CALR/CXCL8/SYK/SLAMF8/ALOX5/NCKAP1L/CCR1/GPSM3/IL1B/RAC1/TREM1/CCL4/CXCR4/ADAM8/NINJ1/PPIA/CORO1A/CORO1C/LGALS3/CXCL3/PREX1/BSG/C3/RAC2",43
"GO:0009201","ribonucleoside triphosphate biosynthetic process","30/926","121/18860",0.247933884297521,5.04971172554129,10.15476388892,1.0632754471917e-13,8.96238304358681e-12,6.3182751530916e-12,"TREM2/ATP5F1E/TMSB4X/LIPA/NDUFB2/ENO1/ATP5MC3/ATP5PD/NDUFA3/TGFB1/NDUFA6/NDUFB3/ATP5PB/NDUFA1/NDUFB1/ATP5PF/NDUFAB1/NDUFA2/ATP5F1C/NDUFS6/ATP5ME/ATP5MC1/ANTKMT/NDUFS8/NDUFB11/NDUFS7/NME4/PARP1/NDUFA12/NDUFB5",30
"GO:0001906","cell killing","47/926","281/18860",0.167259786476868,3.40660861010123,9.23578255861579,1.31852873733362e-13,1.0937509811596e-11,7.71069437037203e-12,"TYROBP/LYZ/FCGR3A/HLA-DRB1/HLA-DRA/CTSC/SPI1/CTSH/HLA-C/FCGR1A/HLA-A/HLA-B/GAPDH/B2M/PTPRC/LGALS9/GRB2/PRDX1/IL18/ARRB2/FCGR2B/HCST/HAVCR2/CXCL8/NCKAP1L/HLA-E/TREM1/LILRB1/TGFB1/NINJ1/TUBB/CORO1A/SLAMF7/LAMP1/IGHG1/PTPN6/LGALS3/STX7/CXCL3/ROMO1/HLA-F/STXBP2/C3/IL7R/INPP5D/ARL8B/GBP1",47
"GO:0002698","negative regulation of immune effector process","32/926","140/18860",0.228571428571429,4.65535328602283,9.86430958712262,1.84503091882666e-13,1.50658305965439e-11,1.06210661445613e-11,"GRN/SPI1/LGALS1/VSIG4/ACP5/LILRB4/HLA-A/HLA-B/CD84/FGL2/PTPRC/LGALS9/GRB2/ARRB2/FCGR2B/IL4I1/HAVCR2/CD300A/SLAMF8/NCKAP1L/TMBIM6/HLA-E/LILRB1/A2M/TGFB1/BST2/PTPN6/LGALS3/HLA-F/TNF/IL7R/INPP5D",32
"GO:0042773","ATP synthesis coupled electron transport","27/926","100/18860",0.27,5.49913606911447,10.2503560671629,1.9513202969879e-13,1.54509088970588e-11,1.08925375429947e-11,"UQCR10/NDUFB2/COX7B/COX6B1/NDUFA3/COX5B/BID/COX5A/NDUFA6/NDUFB3/UQCRQ/NDUFA1/NDUFB1/MTCH2/COX7A2/NDUFAB1/NDUFA2/DNAJC15/PARK7/NDUFS6/CYC1/UQCRC1/GHITM/NDUFS8/NDUFS7/NDUFA12/NDUFB5",27
"GO:0042775","mitochondrial ATP synthesis coupled electron transport","27/926","100/18860",0.27,5.49913606911447,10.2503560671629,1.9513202969879e-13,1.54509088970588e-11,1.08925375429947e-11,"UQCR10/NDUFB2/COX7B/COX6B1/NDUFA3/COX5B/BID/COX5A/NDUFA6/NDUFB3/UQCRQ/NDUFA1/NDUFB1/MTCH2/COX7A2/NDUFAB1/NDUFA2/DNAJC15/PARK7/NDUFS6/CYC1/UQCRC1/GHITM/NDUFS8/NDUFS7/NDUFA12/NDUFB5",27
"GO:0071216","cellular response to biotic stimulus","46/926","274/18860",0.167883211678832,3.41930601756239,9.16641174882536,2.09691258044378e-13,1.63559181274615e-11,1.15305483606492e-11,"CD14/SPI1/TREM2/CD86/LY86/B2M/CD68/PTAFR/TSPO/HCK/LY96/MRC1/LYN/RHOA/IL18/CLEC7A/FCGR2B/HAVCR2/PYCARD/CXCL8/SYK/VIM/CD36/ABCA1/LILRB2/IL1B/ADAM9/GSTP1/LILRB1/SCIMP/SIRPA/MEF2C/TLR1/TLR2/MMP9/TNFRSF1B/IRF8/CARD16/CASP1/PTPN6/MTDH/SELENOS/CD40/TNF/HSPA5/LITAF",46
"GO:0006163","purine nucleotide metabolic process","62/926","454/18860",0.136563876651982,2.78141977716673,8.73053239156302,2.43291952779256e-13,1.86977021356529e-11,1.31814525499597e-11,"TREM2/ATP5F1E/SAMHD1/GAPDH/TMSB4X/TSPO/MPP1/PGK1/ME2/LIPA/NDUFB2/PKM/UCP2/MACROH2A1/ENO1/ATP5MC3/TPI1/TALDO1/ATP6V1B2/ATP5PD/PGD/KYNU/HK3/NDUFA3/TGFB1/IDH1/NDUFA6/NDUFB3/ATP5PB/TKT/ADPGK/NDUFA1/NDUFB1/TPST2/ATP5PF/MTCH2/FBP1/NDUFAB1/NDUFA2/GUK1/ATP5F1C/NDUFS6/LDHA/DNPH1/ATP5ME/ATP5MC1/ANTKMT/HIF1A/APRT/IDH2/NDUFS8/NDUFB11/NDUFS7/ATP6V1A/NME4/PARP1/PARP9/PFKL/NDUFA12/NDUFB5/PGLS/RHOQ",62
"GO:0007035","vacuolar acidification","17/926","37/18860",0.459459459459459,9.3578892067013,11.5632333936028,3.0482889523559e-13,2.28004067824661e-11,1.60737655323849e-11,"GRN/ATP6V0B/ATP6V1F/CREG1/ATP6V0E1/SLC11A1/PPT1/ATP6AP2/ATP6V0D1/ATP6V1B2/ATP6AP1/LAMP2/DMXL2/LAMP1/VMA21/ATP6V1A/ATP6V1D",17
"GO:0002237","response to molecule of bacterial origin","55/926","375/18860",0.146666666666667,2.98718502519798,8.83223169013908,3.05401545115313e-13,2.28004067824661e-11,1.60737655323849e-11,"CD14/SPI1/TREM2/CD86/ACP5/C5AR1/LY86/B2M/CD68/PTAFR/TSPO/HCK/SLC11A1/LY96/LGALS9/S100A8/MRC1/LYN/RHOA/IL18/FCGR2B/HAVCR2/PYCARD/CXCL8/VIM/CD36/ABCA1/LILRB2/IL1B/ADAM9/GSTP1/RAC1/LILRB1/SCIMP/SIRPA/MEF2C/TLR1/TLR2/MMP9/TNFRSF1B/IRF8/THBD/GPX4/CARD16/BLVRA/IL10RA/IFNAR1/MGST2/CASP1/PTPN6/MTDH/SELENOS/CD40/TNF/LITAF",55
"GO:0071219","cellular response to molecule of bacterial origin","43/926","247/18860",0.174089068825911,3.5457017689597,9.15111584539629,3.58955507854345e-13,2.64211476626311e-11,1.86263050776902e-11,"CD14/SPI1/TREM2/CD86/LY86/B2M/CD68/PTAFR/TSPO/HCK/LY96/MRC1/LYN/RHOA/IL18/FCGR2B/HAVCR2/PYCARD/CXCL8/VIM/CD36/ABCA1/LILRB2/IL1B/ADAM9/GSTP1/LILRB1/SCIMP/SIRPA/MEF2C/TLR1/TLR2/MMP9/TNFRSF1B/IRF8/CARD16/CASP1/PTPN6/MTDH/SELENOS/CD40/TNF/LITAF",43
"GO:0002396","MHC protein complex assembly","14/926","24/18860",0.583333333333333,11.8808495320374,12.119935970726,5.32283586829804e-13,3.81056715722268e-11,2.68636273093629e-11,"HLA-DRB1/HLA-DPA1/HLA-DRA/HLA-DPB1/HLA-DQB1/HLA-DMB/HLA-DQA1/HLA-DRB5/HLA-A/B2M/PDIA3/CALR/HLA-DOA/HLA-DQA2",14
"GO:0002501","peptide antigen assembly with MHC protein complex","14/926","24/18860",0.583333333333333,11.8808495320374,12.119935970726,5.32283586829804e-13,3.81056715722268e-11,2.68636273093629e-11,"HLA-DRB1/HLA-DPA1/HLA-DRA/HLA-DPB1/HLA-DQB1/HLA-DMB/HLA-DQA1/HLA-DRB5/HLA-A/B2M/PDIA3/CALR/HLA-DOA/HLA-DQA2",14
